à l'aise,自在/随便/舒适,,0,0
à la fois,同时/一起,,0,0
à présent,目前/现在,,0,0
absence,缺席/缺乏,,0,0
absolument,绝对地/必须地/完全彻底地,,0,0
abstrait(e) ,抽象的,,0,0
accélération,加速/加快,,0,0
accompagnement,陪同/伴随,,0,0
accomplir/履行/完成/实现,履行/完成/实现,,0,0
accorder/给予/授予,给予/授予,,0,0
accron,入了迷的(人),,0,0
accrochage,摩擦/争吵,,0,0
accrocher,挂/悬挂,,0,0
adaptation,改编/适应,,0,0
addiction,成瘾,,0,0
addition,餐费)账单,,0,0
adéquation,相符/一致,,0,0
aérien(ne),飞机的/航空的,,0,0
affaire,买卖/交易/事物/事件,,0,0
affcher,张贴/公布/招摇,,0,0
agencement,安排/布置/整理,,0,0
agréer,同意/接受/允许,,0,0
aimable,令人愉快的/客气的,,0,0
ainsi que,以及/和/如同/正如,,0,0
adjustable,可调整的,,0,0
alcool,酒精/白酒/烧酒,,0,0
alerter,报警/发警报,,0,0
allégorie,寓言,,0,0
alliance,同盟/联盟 ,,0,0
allure,步伐举止/风度,,0,0
alternativ,替代的办法,,0,0
amener,带来/送到/促使/导致,,0,0
analphabète,不识字的,,0,0
ancienneté,工龄/服务年数,,0,0
âne,驴子,,0,0
Angers,昂热(地名),,0,0
Angevine,昂热人,,0,0
animal(e)(pl.aux),动物/动物的/兽性的/本能的,,0,0
animer,主持/组织,,0,0
annuler,取消/废除,,0,0
anonymat,匿名/默默无闻,,0,0
antenne,天线,,0,0
anthropologique,人类学的,,0,0
aperitif ,开胃酒 ,,0,0
appareil,仪器/器具/装置,,0,0
apparent(e),明显的/显而易见的,,0,0
apprécier,赞赏/给予好评,,0,0
approche,接近靠近,,0,0
approprier(s),归于自己/占为己有,,0,0
argumenter ,论证/为……提出论据,,0,0
arménien,亚美尼亚语,,0,0
artificiel(le),人工的/人造的/假装的/矫揉造作的,,0,0
assailli(e),被纠缠的/烦恼的,,0,0
assemblé(e),议会/大会/集会,,0,0
assistance,援助/帮助,,0,0
astuce,诀窍/窍门,,0,0
atelier,作坊/工作室/互动小组,,0,0
atmosphere,空气/大气层/气氛,,0,0
attitude,态度/姿态/姿势,,0,0
attraction,吸引/游艺活动,,0,0
attribut,属性/标志表语,,0,0
aujour le jour,得过且过地,,0,0
au travers de,通过,,0,0
aube,拂晓/黎明,,0,0
augmentation,增加/增长,,0,0
aurore,曙光/晨曦,,0,0
autorité,职权/当局/权威,,0,0
auto-stoppeur(se),搭顺风车的人,,0,0
Autriche,奥地利,,0,0
avaler,吞/咽,,0,0
advancer,前进/进步,,0,0
aveugle,盲的/盲目的/盲人,,0,0
bagagisten,(旅店、车站的)行李搬运工,,0,0
baisse ,下降/跌落,,0,0
bancaire,银行的 ,,0,0
dessinée,漫画/连环画 ,,0,0
BD (=bande dessinée),漫画/连环画 ,,0,0
bénéficier (de),受益于/享有,,0,0
biais,迂回的方法/花招/借口遁词 ,,1,0
Bible,(基督教)《圣经》,,0,0
blague ,玩笑,,0,0
bloquer,堵住/阻塞,,0,0
bondé(e),挤得满满的/挤满人的,,0,0
boucler,扣住,,0,0
bouleversement,混乱/动荡/颠覆,,0,0
bouquiniste,旧书商,,0,0
Bourse,证券市场 ,,0,0
bousculer,弄乱/弄翻 /推翻,,0,0
boutique,专卖店,,0,0
braise,火炭,,0,0
brancher(se),连接/接通,,0,0
brebis,母羊 ,,0,0
brochure,小册子,,0,0
brosse,刷子/毛刷,,0,0
brosser,刷洗,,0,0
budget,预算,,0,0
bulletin,选票/单据,,0,0
câble,绳索/缆绳/钢绳/电缆,,0,0
cache-cache,捉迷藏,,0,0
cachotterie,爱神秘化故弄玄虚,,0,0
cadre,干部/管理人员 ,,0,0
cafetier(ère),咖啡店老板,,0,0
caissière,(超市)售货员/收银员,,0,0
calife,哈里发(政教合一的伊斯兰国家的领袖),,0,0
camionette,小型卡车 ,,0,0
canal,运河/水渠,,0,0
canyoning,溪降运动,,0,0
caractériser,描绘……的特点或特征,,0,0
caractéristique,有特征的/有特点的/特有的/特征/特性,,0,0
carcérale,监狱的/监狱制度的,,0,0
cargo,货船/货轮,,0,0
cata,大灾难/糟糕透顶(catastrophe的缩写),,0,0
catégorie,种类/类别/范畴,,0,0
cave,地窖/地下室/酒窖,,0,0
cellule,细胞,,0,0
césarienne,剖宫产手术 ,,0,0
chaleureux(se),热情的/热烈的,,0,0
champ,田地/耕地,,0,0
charger,委托/使承担,,0,0
charme,魅力/美丽,,0,0
chartreuse,查尔特勒修道院 ,,0,0
chauffage,暖气/取暖/供暖,,0,0
chauffé(e),加热的/有暖气的,,0,0
chauffe-eau,热水器,,0,0
chauffeur,(机动车)司机,,0,0
checker,检查/核查,,0,0
chevet,床头/枕边 ,,0,0
être au chevetde qn,在床边照料某人/陪伴某人 ,,0,0
chiant(e),令人非常厌倦的/非常使人烦恼的,,0,0
chorégraphe,编舞者,,0,0
chute,跌落/下降,,0,0
ciblé(e),瞄准/有的放矢,,0,0
cimetière,公墓,,0,0
circuler,循环/环流/流通,,0,0
cirque,竞技场/马戏场/马戏团,,0,0
civilisation,文明/文化 ,,0,0
clayette,(冰箱内可调节的)隔板,,0,0
clignotant,(机动车的)转向指示灯/方向指示灯,,0,0
climatisé(e),有空调设备的,,0,0
cloner,克隆,,0,0
clore,使结束,,0,0
cofounder,共同建立,,0,0
coiffeurse,理发师,,0,0
coincé(e),被卡住而动弹不得的,,0,0
collectif(ve),集体的/共同的,,0,0
coma,昏迷,,0,0
comédien(ne),演员,,0,0
commerçant(e),会做生意的/商人,,0,0
commercialiser,销售/使商品化,,0,0
communicant(e),相连的/相通的,,0,0
communion,(思想上 感情上的)相通一致,,0,0
compagnie,公司/商社,,0,0
compensation,补偿/赔偿,,0,0
complice,同谋的/同犯的/帮凶的,,0,0
compliment,恭维话,,0,0
compliqué(e),复杂的/难懂的/难以实施的,,0,0
comporter,包含/具有,,0,0
concourir(à),协助/帮助/促使促进,,0,0
concret(ète),具体的/有形的/实际的,,0,0
concrétiser,使具体化,,0,0
confiance,信任/信赖/信心,,0,0
conformisme,遵循惯例/遵守习俗/顺从大流,,0,0
congélateur,冷冻柜 ,,0,0
conscience,意识/知觉/良心道德感,,0,0
conservateur(trice),博物馆管理人员,,0,0
constituer,构成/组成,,0,0
constitutionnel(le),宪法的,,0,0
consulter,咨询/查阅,,0,0
conte,故事/短篇小说,,0,0
conte de fées,童话/奇遇,,0,0
continent,大陆/洲,,0,0
contrainte,强制/强迫/束缚,,0,0
contrer,反对/阻碍,,0,0
convaincu(e),被说服的,,0,0
convention,协议/协定,,0,0
coucou,咕咕(用于告知自己的到来或在场),,0,0
coup de ceur,好感/喜爱,,0,0
coursier(ère),当差的人/送信件、包裹的人,,0,0
courtois(e),有礼貌的/谦恭的殷勤的,,0,0
courtoisie,礼貌/谦恭/殷勤,,0,0
coût,成本/费用/价格,,0,0
coutume,习惯/习俗,,0,0
cra-cra,极脏的,,0,0
crédit,信用/信贷,,0,0
créneau,雉堞 ,,0,0
monter au créneau,出现在第一线/冲上前去/赤膊上阵,,0,0
crime,重罪/凶杀,,0,0
cristal,水晶/玻璃石英 ,,0,0
critique,(对作品的)评论,,0,0
croisière,巡航/游弋 ,,0,0
croissance,增长/发育/成长,,0,0
croyance,信念/信仰 ,,0,0
curieusement ,奇怪地,,0,0
cuvette,抽水马桶 ,,0,0
cyberachat,网上购物,,0,0
cyberacheteur(se),网上购物者,,0,0
d'autant que,况且/尤其因为 ,,0,0
dater (de),追溯至/从……开始,,0,0
dauphin,海豚 ,,0,0
debrancher,切断电源/拔掉插头,,0,0
declarer (se),发表意见,,0,0
déconnecter,断开/分开 ,,0,0
décor,装饰/装潢/布景 ,,0,0
décourager (se),泄气/气馁,,0,0
décrire,描述/描写,,0,0
décroître,逐渐减少/逐渐下降 ,,0,0
déçu(e),失望的/落空的,,0,0
dédouaner (se),把自己摘干净,,0,0
défi ,挑战 ,,0,0
définir,界定/下定义,,0,0
dégoûter,使失去食欲/使倒胃口/使恶心 ,,0,0
degrader(se),价值、品质降低/恶化/变差 ,,0,0
délai,期限/时限,,0,0
déménageur(se),经营搬家业者/搬家工人,,0,0
demeurer,依然是/继续是/延续逗留,,0,0
démission,辞职,,0,0
démocratisation,大众化/普及民主化,,0,0
Danemark,丹麦,,0,0
dénoncer,揭露/告发,,0,0
dent,牙/牙齿,,0,0
dentaire,牙齿的 ,,0,0
dentifrice,牙膏/牙粉,,0,0
deodorant,除臭剂,,0,0
dépanneur(sen),抢修人员,,0,0
dépendant(e),从属的/附属的/相关的/相依的,,0,0
déperir,衰弱/渐弱,,0,0
déplacé(e),不合适的/不合时宜的/不得体的,,0,0
déplacement,移动/出差,,0,0
dépliant,宣传折页,,0,0
déployer(se),展开/铺开,,0,0
député,众议员/国民议会议员,,0,0
dérangeant(e),扰乱的/滋扰的 ,,0,0
déranger,弄乱/打扰/妨碍,,0,0
dérive,漂移/偏移/偏差,,0,0
dernièrement,最后地,,0,0
déséquilibrer,使失去平衡,,0,0
design,设计,,0,0
desservir,通达/连接/为……所用(指交通运输等),,0,0
détail,细节/细目 ,,0,0
détente,放松,,0,0
détour,迂回/绕弯儿,,0,0
détruire,摧毁/毁掉,,0,0
deviner,猜到/推测,,0,0
dévoiler,揭发/揭露/公开,,0,0
diamant,钻石,,0,0
didactique,教学法 ,,0,0
diffuser,播送/传播/散布,,0,0
diffusion,播送/传播/散布,,0,0
discrètement,审慎地/谨慎地 ,,0,0
discretion,审慎/谨慎/不引人注目,,0,0
disponibilité,自由处理/随意处理,,0,0
distance,距离/间距/间隔,,0,0
distiller,蒸馏/渗出/散发出,,0,0
distingué(e),高雅的/杰出的/卓越的,,0,0
distribuer,分配/分发,,0,0
diversifer(se),多样化/变化,,0,0
djinn,神怪/神灵,,0,0
dogme,信条/教条,,0,0
donner lieu à,招致/引起,,0,0
dos,背部/背面,,0,0
dot(é)e,配有……的/具备……的 ,,0,0
doubler,使增加一倍/加倍/翻倍,,0,0
douceur,甜/甜味/甜蜜/舒适/温和/温柔,,0,0
doué/e (de),具有……的/富有……的 ,,0,0
dramatique,戏剧的/戏剧性的/悲剧性的,,0,0
droitier(ère),惯于用右手的/右撇子,,0,0
du jour au lendemain,很快地/突然地,,0,0
durée,持续时间/期间 ,,0,0
Échanger,交换/交流/互通,,0,0
33échapper(à),逃脱避开/未被了解,,0,0
échéance,到期/期满 ,,0,0
échelle,梯子/范围/规模,,0,0
échouer,失败,,0,0
e-commerce,网络商务 ,,0,0
économe,节约的/节省的/节俭的,,0,0
économiser,节约/节省,,0,0
éco-rénovation,生态革新 ,,0,0
effet,效应/作用/影响 ,,0,0
effort,用力/努力/尽力,,0,0
élastique,橡皮带/松紧带,,0,0
électroménager(èrez),家用电器(的),,0,0
électronique,电子的/电子技术/电子仪器,,0,0
emballage,包装,,1,1
embarquer,装上船/使上船,,0,0
embaucher,雇佣/招募,,0,0
embêter,使厌烦/使烦恼/打扰,,0,0
embryon,胚胎 ,,0,0
emparer(s'),夺取/占领/控制/制服,,0,0
employer(s‘),从事/努力 ,,0,0
employeur(se),雇主/用人单位,,0,0
digitale,指纹,,0,0
emprunter,取用/借用,,0,0
en définitive,最终/归根结蒂,,0,0
en dehors de,在……的外面/除……之外,,0,0
en l'espace de在……期间,,,0,0
en tant que,作为……/以……的身份,,0,0
encadré(e),装在框里的/被框起来的,,0,0
encaisser,存库,,0,0
enchanter,施以魔法,,0,0
encouragement,鼓舞/鼓励,,0,0
encre,墨汁/油墨,,0,0
énergétique,能量的/能源的,,0,0
enfler,增大/膨胀 ,,0,0
engager(s’),承诺/表态/保证,,0,0
engouement,迷恋/一时的爱好,,0,0
énigme,迷/难解之谜,,0,0
enlever,去除,,0,0
ennui,厌倦/无聊,,0,0
énormement,极大地/很多/非常,,0,0
